HG00096,HG00103,HG00106,HG00111,HG00116,HG00126,HG00132,HG00149,HG00150,HG00176,seqnames,start,end,width,strand,startID,endID,intron_motif,startID,endID,maxCount,quantileValueN,passedExpression,passed,maxDJaccard,passedVariability,b_jaccard,rho_jaccard
0,0,1,0,0,0,0,0,0,0,chr21,44317158,44424435,107278,+,195,859,GT-AG,195,859,1,11.65,FALSE,FALSE,0.0692307692307692,TRUE,-3.9306456700466,0.00224114732546848
6,3,12,6,8,10,10,10,10,1,chr21,44394775,44424435,29661,+,196,859,GT-AG,196,859,12,11.65,FALSE,FALSE,0.0692307692307692,TRUE,3.9306456700466,0.00224115164173505
14,5,12,11,12,20,28,15,34,5,chr21,44424543,44427600,3058,+,197,860,GT-AG,197,860,34,31.75,TRUE,TRUE,0.201591047559607,TRUE,2.95325687705351,0.0021501101848299
9,7,12,8,16,14,26,10,22,14,chr21,44427729,44430162,2434,+,198,861,GT-AG,198,861,26,25.1,TRUE,TRUE,0.140944055944056,TRUE,3.76356714342063,0.0111190699283785
0,0,0,0,0,0,0,0,1,0,chr21,44427729,44433177,5449,+,198,862,GT-AG,198,862,1,51.05,FALSE,FALSE,0.02,FALSE,-5.55000262313944,0.000699569010036689
17,10,22,22,22,21,30,21,22,13,chr21,44430335,44433177,2843,+,199,862,GT-AG,199,862,30,26.85,TRUE,TRUE,0.0687747035573123,TRUE,4.4795145750997,0.0016451631193402
10,3,12,14,11,14,10,14,13,8,chr21,44433349,44437017,3669,+,200,863,GT-AG,200,863,14,14.55,FALSE,FALSE,0.118857808857809,TRUE,3.54006397130413,0.00123216231986068
2,0,0,1,2,0,1,0,0,0,chr21,44433349,44437020,3672,+,200,864,GT-AG,200,864,2,14.55,FALSE,FALSE,0.118857808857809,TRUE,-3.54006397130412,0.00123215997507224
14,4,11,11,20,21,9,11,12,4,chr21,44437118,44438242,1125,+,201,865,GT-AG,201,865,21,21.55,TRUE,TRUE,0.108056943056943,TRUE,2.70945321520837,0.00203202136336248
0,0,0,0,0,0,0,0,1,0,chr21,44437118,44441412,4295,+,201,866,GT-AG,201,866,1,48.75,FALSE,FALSE,0.0264705882352941,FALSE,-5.53272934636176,0.00119170119108226
17,15,14,22,25,29,29,11,20,18,chr21,44438341,44441412,3072,+,202,866,GT-AG,202,866,29,32.2,TRUE,TRUE,0.0819688331042484,TRUE,2.64983363577523,0.000410762475633182
22,19,15,16,17,28,18,12,28,18,chr21,44441542,44444980,3439,+,203,867,GT-AG,203,867,28,28,TRUE,TRUE,0.0808479532163743,TRUE,4.14754424136188,0.00725184087245386
11,13,14,15,16,32,22,11,30,25,chr21,44445058,44448811,3754,+,204,868,GT-AG,204,868,32,32.1,TRUE,FALSE,0.0473301260450629,FALSE,3.25607066641449,0.000259001358992836
18,12,14,26,21,19,20,15,22,14,chr21,44448985,44449999,1015,+,205,869,GT-AG,205,869,26,28.4,TRUE,TRUE,0.109385229064022,TRUE,2.65689933146705,0.0293577524336944
0,0,0,0,0,0,0,0,1,0,chr21,44450092,44451658,1567,+,206,870,GT-AG,206,870,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999991666228
0,0,0,0,2,0,0,0,0,0,chr21,44453543,44453549,7,+,207,871,GT-AG,207,871,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.951748380591938
0,0,0,1,0,0,0,0,0,0,chr21,45157090,45557387,400298,+,208,872,GT-AG,208,872,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999943136996
0,0,0,0,0,2,0,0,1,0,chr21,45209577,45211230,1654,+,209,873,GT-AG,209,873,2,139.4,FALSE,FALSE,0.0220668220668221,FALSE,-6.25148018805679,0.00639806134939948
0,0,0,0,1,0,0,0,0,0,chr21,45209644,45210828,1185,+,210,874,GT-AG,210,874,1,132.05,FALSE,FALSE,0.0121621621621622,FALSE,-6.60042181180993,0.00204226861582624
97,69,56,136,67,74,107,101,94,55,chr21,45209644,45211230,1587,+,210,873,GT-AG,210,873,136,147.6,TRUE,FALSE,0.0418982626595857,FALSE,1.47999518681872,6.67948584347681e-05
0,0,0,1,0,0,0,0,0,0,chr21,45210938,45211230,293,+,211,873,GT-AG,211,873,1,139.4,FALSE,FALSE,0.00592105263157895,FALSE,-6.55888118550474,0.000210290244610777
78,72,86,180,140,76,185,86,118,62,chr21,45211314,45212552,1239,+,212,875,GT-AG,212,875,185,187.65,TRUE,TRUE,0.0789821849034336,TRUE,2.53631359755993,0.00417199602496182
0,0,0,0,0,0,1,0,0,0,chr21,45211314,45217306,5993,+,212,876,GT-AG,212,876,1,190.55,FALSE,FALSE,0.00471204188481675,FALSE,-6.76480198718345,0.000186337589737994
0,0,1,0,0,0,0,0,0,0,chr21,45212609,45213199,591,+,213,877,GC-AG,213,877,1,216.65,FALSE,FALSE,0.00803571428571429,FALSE,-7.00249842293096,0.000714635191269009
110,131,108,196,174,128,222,124,140,82,chr21,45212611,45213199,589,+,214,877,GT-AG,214,877,222,220.45,TRUE,FALSE,0.0365114184395333,FALSE,2.92635922765977,0.000426898259562264
142,105,133,255,196,117,263,114,186,120,chr21,45213286,45215069,1784,+,215,878,GT-AG,215,878,263,273,TRUE,FALSE,0.0225778491523085,FALSE,3.09837812362606,5.28491137016736e-05
1,0,0,0,0,0,0,0,0,0,chr21,45213286,45217302,4017,+,215,879,GT-AG,215,879,1,520.45,FALSE,FALSE,0.00307167235494881,FALSE,-7.85174832357226,0.000254851052038357
0,0,0,0,0,0,0,1,0,0,chr21,45213286,45217306,4021,+,215,876,GT-AG,215,876,1,276.65,FALSE,FALSE,0.0075,FALSE,-7.15551864042241,0.000963729611227625
0,0,0,0,0,0,0,0,1,0,chr21,45215132,45215456,325,+,216,880,GT-AG,216,880,1,252.15,FALSE,FALSE,0.00511363636363636,FALSE,-7.18190891329286,0.000262214682190791
144,135,129,237,190,178,256,127,170,115,chr21,45215132,45217302,2171,+,216,879,GT-AG,216,879,256,253.6,TRUE,FALSE,0.0364179367540443,FALSE,3.08689124215915,0.00102430469702947
2,3,1,7,3,1,2,4,3,4,chr21,45215132,45217306,2175,+,216,876,GT-AG,216,876,7,252.7,FALSE,FALSE,0.0153549002763489,FALSE,-4.11756446738629,0.000102043876230548
135,103,137,238,173,173,243,108,150,128,chr21,45217433,45217511,79,+,217,881,GT-AG,217,881,243,248.75,TRUE,TRUE,0.102905774579559,TRUE,2.76115874626842,0.00955529088800886
119,77,121,214,185,127,236,94,140,97,chr21,45217577,45217787,211,+,218,882,GT-AG,218,882,236,229.9,TRUE,TRUE,0.105223643184459,TRUE,3.34727004620919,0.0107171039952056
2,0,0,1,1,1,0,0,0,0,chr21,45217584,45217787,204,+,219,882,GT-AG,219,882,2,229.45,FALSE,FALSE,0.0127434986694031,FALSE,-6.18815947077866,0.000281155112457422
0,2,1,2,3,0,0,0,0,0,chr21,45217931,45219450,1520,+,220,883,GT-AG,220,883,3,223.55,FALSE,FALSE,0.0145406937694636,FALSE,-6.0344619237141,0.0036056080127386
0,0,0,0,0,0,0,1,0,0,chr21,45217962,45219450,1489,+,221,883,GT-AG,221,883,1,223.55,FALSE,FALSE,0.00714285714285714,FALSE,-6.99126793172437,0.000534016255721928
0,0,0,0,0,0,1,0,0,0,chr21,45217982,45218104,123,+,222,884,GT-AG,222,884,1,210.55,FALSE,FALSE,0.00584415584415585,FALSE,-6.93844023261713,0.000350541752716054
137,94,124,255,155,104,153,111,129,93,chr21,45217982,45219450,1469,+,222,883,GT-AG,222,883,255,224.1,TRUE,TRUE,0.0616058344384263,TRUE,2.61720268175106,0.000439673145152891
0,0,0,0,0,0,0,0,1,0,chr21,45219154,45219450,297,+,223,883,GT-AG,223,883,1,223.55,FALSE,FALSE,0.00656934306569343,FALSE,-6.99133204658308,0.000401081949492707
0,0,0,0,0,0,0,0,0,1,chr21,45219531,45219841,311,+,224,885,GT-AG,224,885,1,191.65,FALSE,FALSE,0.012,FALSE,-6.8080504032158,0.00249325059907051
106,81,68,197,104,125,176,98,114,74,chr21,45219531,45220397,867,+,224,886,GT-AG,224,886,197,194.45,TRUE,TRUE,0.145829709281142,TRUE,2.63163756668726,0.0283698624953108
125,122,101,197,117,114,198,83,128,89,chr21,45220496,45220742,247,+,225,887,GT-AG,225,887,198,210.3,TRUE,TRUE,0.0743178854995533,TRUE,2.32850472999643,0.000787821451881323
0,0,0,1,0,1,0,0,1,0,chr21,45220496,45222154,1659,+,225,888,GT-AG,225,888,1,426.15,FALSE,FALSE,0.00278160679476469,FALSE,-7.17307263719532,3.14740564040013e-05
0,0,0,0,1,0,2,0,0,0,chr21,45220763,45221537,775,+,226,889,GT-AG,226,889,2,203.75,FALSE,FALSE,0.00814877226769379,FALSE,-6.57600795649083,0.000493463100566313
122,110,86,206,121,121,198,88,120,100,chr21,45220763,45222154,1392,+,226,888,GT-AG,226,888,206,218.3,TRUE,TRUE,0.0593538762934356,TRUE,2.28529157917339,5.1519492123033e-05
0,0,0,0,0,0,1,0,0,0,chr21,45220804,45222154,1351,+,227,888,GT-AG,227,888,1,216.95,FALSE,FALSE,0.00424528301886792,FALSE,-6.95266799364674,0.000174370952829576
0,0,0,0,0,0,3,1,0,0,chr21,45221604,45222154,551,+,228,888,GT-AG,228,888,3,216.95,FALSE,FALSE,0.0116720192693697,FALSE,-6.60724895212543,0.0063448783963099
1,1,1,1,0,0,0,1,0,0,chr21,45222269,45223201,933,+,229,890,GT-AG,229,890,1,181.95,FALSE,FALSE,0.00666692702857078,FALSE,-6.01441677849776,5.066434840167e-05
107,134,128,189,117,159,135,82,135,110,chr21,45222269,45223392,1124,+,229,891,GT-AG,229,891,189,190.5,TRUE,TRUE,0.0763103127866671,TRUE,1.91304838341371,0.0121334094343702
1,0,0,0,0,0,0,1,0,0,chr21,45223299,45223392,94,+,230,891,GT-AG,230,891,1,184.05,FALSE,FALSE,0.00907043775896235,FALSE,-6.74418283631099,0.000182287199132877
0,0,0,0,0,0,0,1,0,0,chr21,45548508,45555941,7434,+,231,892,GT-AG,231,892,1,206.75,FALSE,FALSE,0.0046875,FALSE,-7.07522191226781,0.000226091395807347
0,0,0,0,1,0,0,0,0,0,chr21,45553200,45553983,784,+,232,893,GT-AG,232,893,1,224.1,FALSE,FALSE,0.0272727272727273,FALSE,-6.69451775970759,0.0148132017625477
0,2,2,0,0,1,0,0,0,0,chr21,45553524,45553983,460,+,233,893,GT-AG,233,893,2,224.55,FALSE,FALSE,0.0116892291556141,FALSE,-6.08628101528081,0.000129415974025409
0,0,0,0,0,0,0,0,1,0,chr21,45553524,45555941,2418,+,233,892,GT-AG,233,892,1,208.2,FALSE,FALSE,0.00520231213872832,FALSE,-7.07825107645905,0.000254742502474832
0,0,0,0,0,1,0,2,0,0,chr21,45553721,45553807,87,+,234,894,GT-AG,234,894,2,206.05,FALSE,FALSE,0.0097905915045653,FALSE,-6.24060370830277,0.00189978879030392
147,113,168,45,26,224,5,165,170,154,chr21,45553721,45553983,263,+,234,893,GT-AG,234,893,224,230.45,TRUE,TRUE,0.329007542598455,TRUE,1.36630001642605,0.0115149828522729
1,2,0,0,0,0,1,2,0,0,chr21,45553721,45555941,2221,+,234,892,GT-AG,234,892,2,411.45,FALSE,FALSE,0.00771335771055738,FALSE,-6.76805578242102,0.00111196502378809
0,0,0,0,1,0,1,0,0,0,chr21,45553790,45555941,2152,+,235,892,GT-AG,235,892,1,206.75,FALSE,FALSE,0.0090964590964591,FALSE,-6.83405436032584,0.000301465528187031
0,0,0,0,0,0,0,0,1,0,chr21,45553866,45553983,118,+,236,893,GT-AG,236,893,1,224.1,FALSE,FALSE,0.00473684210526316,FALSE,-6.69705805754929,0.00023795503969514
0,1,0,0,0,1,0,0,0,0,chr21,45553904,45553983,80,+,237,893,GT-AG,237,893,1,224.1,FALSE,FALSE,0.00617251766886803,FALSE,-6.45666643315834,8.81365042004066e-05
0,0,0,1,0,0,0,0,0,0,chr21,45554037,45554730,694,+,238,895,GT-AG,238,895,1,204.2,FALSE,FALSE,0.00642857142857143,FALSE,-7.05434205329628,0.000401166343467345
151,117,190,135,123,214,85,183,171,124,chr21,45554037,45555941,1905,+,238,892,GT-AG,238,892,214,209.1,TRUE,TRUE,0.0558629649244682,TRUE,2.96955995143716,0.00952440750644462
0,0,1,1,0,0,2,1,0,0,chr21,45554851,45555941,1091,+,239,892,GT-AG,239,892,2,206.75,FALSE,FALSE,0.018060979623017,FALSE,-6.28776942410581,0.000109124203276737
1,1,2,0,0,3,3,0,0,0,chr21,45556046,45557058,1013,+,240,896,GC-AG,240,896,3,261.2,FALSE,FALSE,0.008289818022104,FALSE,-6.16979395601437,0.0026440410050559
155,148,172,208,224,196,218,185,170,128,chr21,45556056,45557058,1003,+,241,896,GT-AG,241,896,224,289.6,TRUE,TRUE,0.0507397916842541,TRUE,1.30778569192417,0.00195947614549132
2,0,1,0,1,0,1,2,1,0,chr21,45556910,45557058,149,+,242,896,GT-AG,242,896,2,261.2,FALSE,FALSE,0.00749293204029245,FALSE,-6.0733477109662,7.39643586379404e-05
0,0,0,0,2,0,0,0,0,0,chr21,45557179,45559734,2556,+,243,897,GT-AG,243,897,2,274.7,FALSE,FALSE,0.00740740740740741,FALSE,-7.36534663875275,0.00289208020442575
0,0,0,0,0,0,1,0,0,0,chr21,45557179,45559796,2618,+,243,898,GT-AG,243,898,1,274.7,FALSE,FALSE,0.00310344827586207,FALSE,-7.43049016064824,0.000142114170044595
136,189,197,230,219,210,271,196,204,148,chr21,45557179,45560131,2953,+,243,899,GT-AG,243,899,271,282.9,TRUE,FALSE,0.0355591310808497,FALSE,2.07016744090072,4.46299959156296e-05
0,0,0,1,0,0,0,0,0,0,chr21,45557179,45560134,2956,+,243,900,GT-AG,243,900,1,274.7,FALSE,FALSE,0.003515625,FALSE,-7.43044422805297,0.000166615324656305
5,5,3,4,4,5,4,1,4,2,chr21,45557179,45563086,5908,+,243,901,GT-AG,243,901,5,435.65,FALSE,FALSE,0.00821622071948262,FALSE,-4.59317178055546,2.11790159859299e-05
0,0,0,1,0,0,0,0,0,0,chr21,45560225,45560638,414,+,244,902,GT-AG,244,902,1,244.5,FALSE,FALSE,0.0036144578313253,FALSE,-7.17418798979282,0.000140646657656236
0,0,0,0,0,0,1,0,0,0,chr21,45560225,45560727,503,+,244,903,GT-AG,244,903,1,244.5,FALSE,FALSE,0.00604026845637584,FALSE,-7.17391729290017,0.000522859456807906
7,4,3,13,7,5,6,9,8,4,chr21,45560225,45560823,599,+,244,904,GT-AG,244,904,13,244.5,FALSE,FALSE,0.0178696383049933,FALSE,-3.25492185857562,3.61603052026158e-05
0,0,0,0,0,0,0,0,3,0,chr21,45560225,45560894,670,+,244,905,GT-AG,244,905,3,244.5,FALSE,FALSE,0.0154285714285714,FALSE,-7.06925289617375,0.0166977630418944
4,4,7,18,4,3,9,9,5,5,chr21,45560225,45561045,821,+,244,906,GT-AG,244,906,18,244.5,FALSE,FALSE,0.0335660941402845,FALSE,-3.28263779883197,0.0024737414519962
0,0,0,1,0,0,2,0,1,0,chr21,45560225,45561080,856,+,244,907,GT-AG,244,907,2,244.5,FALSE,FALSE,0.0111075019156203,FALSE,-6.62802302007255,0.00010047274741053
121,75,108,188,102,134,117,170,113,82,chr21,45560225,45563086,2862,+,244,901,GT-AG,244,901,188,261.3,TRUE,TRUE,0.186825741329484,TRUE,0.58075246691872,0.0141132056860826
0,0,0,0,0,1,0,0,0,0,chr21,45560225,45583092,22868,+,244,908,GT-AG,244,908,1,244.5,FALSE,FALSE,0.00508474576271186,FALSE,-7.1740239900212,0.000281079323208773
0,0,0,0,0,0,0,1,0,0,chr21,45563244,45564700,1457,+,245,909,AT-AC,245,909,1,274.75,FALSE,FALSE,0.00382978723404255,FALSE,-7.45275085616674,0.000212046551712863
205,173,208,289,224,242,212,221,218,159,chr21,45563244,45564702,1459,+,245,910,AT-AC,245,910,289,287.75,TRUE,TRUE,0.0719234644497144,TRUE,2.69458938343568,0.000139695373952142
1,1,0,5,3,4,2,0,3,1,chr21,45564799,45565452,654,+,246,911,GT-AG,246,911,5,4.55,FALSE,FALSE,0.4375,TRUE,2.23536850917191,0.206568581747658
0,0,0,0,0,0,0,0,0,1,chr21,45564808,45565452,645,+,247,911,GT-AG,247,911,1,4.55,FALSE,FALSE,0.4375,TRUE,-2.23536850917191,0.206568567435014
1,0,0,0,0,0,0,0,0,0,chr21,45579228,45587732,8505,+,248,912,GT-AG,248,912,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000046432499
0,0,0,0,1,0,0,0,0,0,chr21,45627444,45627795,352,+,249,913,GT-AG,249,913,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000008335434
6,5,5,6,7,3,4,7,4,2,chr21,45628103,45628351,249,+,250,914,GT-AG,250,914,7,9.65,FALSE,FALSE,0.314772727272727,TRUE,3.24049451839924,0.0257829768515313
0,0,0,0,0,0,0,1,0,0,chr21,45628103,45628605,503,+,250,915,GT-AG,250,915,1,9.65,FALSE,FALSE,0.1125,TRUE,-3.65653675749677,0.00333834928963936
0,0,0,0,4,0,0,0,0,0,chr21,45628103,45628669,567,+,250,916,GT-AG,250,916,4,10.1,FALSE,FALSE,0.327272727272727,TRUE,-3.50510200862663,0.162730714024953
0,0,0,0,0,0,0,1,0,0,chr21,45628482,45628669,188,+,251,916,GT-AG,251,916,1,2.65,FALSE,FALSE,0.5,TRUE,-0.131567679390594,0.961079409637785
1,6,3,3,2,1,0,6,3,1,chr21,45857051,45858949,1899,+,252,917,GT-AG,252,917,6,6,FALSE,FALSE,0,FALSE,2.87619175979206,0.984044306146435
0,3,0,0,0,0,0,1,1,0,chr21,45859052,45860671,1620,+,253,918,GT-AG,253,918,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.959771847241283
0,1,0,0,0,0,0,0,0,0,chr21,45937719,45938510,792,+,254,919,GT-AG,254,919,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526
0,1,0,0,0,0,0,0,0,0,chr21,46222552,46223661,1110,+,255,920,GT-AG,255,920,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526
0,0,1,0,0,0,0,0,0,0,chr21,46684196,47417270,733075,+,256,921,GC-AG,256,921,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000040097874
0,0,0,0,0,0,2,0,0,0,chr21,46685569,46685601,33,+,257,922,GT-AG,257,922,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.971678352369764
0,0,0,0,0,1,0,0,0,0,chr21,46708081,46708890,810,+,258,923,GT-AG,258,923,1,1.55,FALSE,FALSE,0.333333333333333,TRUE,-0.479579054559674,0.00933024608463391
0,1,1,0,0,1,0,0,0,0,chr21,46708081,46709265,1185,+,258,924,GT-AG,258,924,1,2.1,FALSE,FALSE,0.611111111111111,TRUE,-0.304452243772342,0.00808468096023382
1,0,0,0,1,1,0,1,0,0,chr21,46708160,46709265,1106,+,259,924,GT-AG,259,924,1,1.55,FALSE,FALSE,0.583333333333333,TRUE,0.239789527279837,0.00933025000626233
2,3,1,1,2,2,2,1,0,0,chr21,46709354,46710385,1032,+,260,925,GT-AG,260,925,3,2.55,FALSE,FALSE,0,FALSE,2.2805762773774,0.978072960903563
0,0,1,0,0,0,0,1,0,1,chr21,46713438,46715935,2498,+,261,926,GT-AG,261,926,1,1.55,FALSE,FALSE,0.5,TRUE,1.77635683940025e-16,0.00933022768034875
0,0,0,0,0,0,0,1,0,0,chr21,46713438,46715939,2502,+,261,927,GT-AG,261,927,1,1.55,FALSE,FALSE,0.4,TRUE,-0.959158109119348,0.00933024041479818
0,0,0,0,1,0,0,0,1,0,chr21,46713438,46716116,2679,+,261,928,GT-AG,261,928,1,1.55,FALSE,FALSE,0.6,TRUE,-0.304452243772342,0.951023603262442
0,0,0,0,0,1,0,0,0,0,chr21,46887336,46888155,820,+,262,929,GT-AG,262,929,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999984731113
0,0,0,0,0,0,0,1,0,2,chr21,46888701,46893808,5108,+,263,930,GT-AG,263,930,2,1.55,FALSE,FALSE,0.666666666666667,TRUE,0.304452243772342,0.936623141299451
1,0,0,0,0,0,0,0,0,0,chr21,46889901,46893808,3908,+,264,930,GT-AG,264,930,1,1.55,FALSE,FALSE,0.666666666666667,TRUE,-0.304452243772342,0.936623034601842
0,1,0,0,0,1,0,1,0,3,chr21,46893896,46895389,1494,+,265,931,GT-AG,265,931,3,2.1,FALSE,FALSE,0,FALSE,1.06276730228803,0.946240805247355
0,1,0,0,0,0,0,0,0,0,chr21,46895450,46896264,815,+,266,932,GT-AG,266,932,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.499999965255526
0,1,0,0,0,0,0,2,0,0,chr21,46896395,46897324,930,+,267,933,GT-AG,267,933,2,1.55,FALSE,FALSE,0,FALSE,0.544241771052179,0.972357804988242
0,0,1,1,0,0,0,1,0,0,chr21,46897402,46897663,262,+,268,934,GT-AG,268,934,1,1,FALSE,FALSE,0,FALSE,0.719368581839512,0.500000067866047
0,0,0,0,0,0,0,1,0,1,chr21,46898268,46899815,1548,+,269,935,GT-AG,269,935,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.499999991672702
0,0,1,1,0,0,1,0,0,2,chr21,46899879,46899983,105,+,270,936,GT-AG,270,936,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.970121244442233
1,0,2,1,0,1,1,2,0,1,chr21,46900071,46900380,310,+,271,937,GT-AG,271,937,2,2,FALSE,FALSE,0,FALSE,1.80785212394387,0.967198549819648
1,0,0,2,0,0,0,1,0,2,chr21,46900435,46900613,179,+,272,938,GT-AG,272,938,2,2,FALSE,FALSE,0,FALSE,1.08848354210436,0.980925279573774
0,0,1,0,0,1,0,5,0,1,chr21,46900773,46901876,1104,+,273,939,GT-AG,273,939,5,3.2,FALSE,FALSE,0,FALSE,1.11255114511194,0.944009755438513
0,0,3,0,0,0,0,0,0,2,chr21,46901940,46902708,769,+,274,940,GT-AG,274,940,3,2.55,FALSE,FALSE,0,FALSE,0.647850964220857,0.985561617678007
0,0,1,0,0,1,0,0,0,3,chr21,46902736,46906774,4039,+,275,941,GT-AG,275,941,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.9601705942441
0,2,1,0,0,0,1,0,0,1,chr21,46906907,46907360,454,+,276,942,GT-AG,276,942,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.93581720851516
0,3,0,0,0,0,1,0,1,0,chr21,46907424,46908331,908,+,277,943,GT-AG,277,943,3,2.1,FALSE,FALSE,0,FALSE,0.822977775008189,0.947692019237914
0,1,0,0,0,0,0,1,1,0,chr21,46908359,46909399,1041,+,278,944,GT-AG,278,944,1,1,FALSE,FALSE,0,FALSE,0.719368581839512,0.499999991664708
0,2,1,0,0,0,0,1,0,0,chr21,46909436,46910188,753,+,279,945,GT-AG,279,945,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.940512786270465
0,2,2,1,0,0,0,1,0,1,chr21,46910261,46910749,489,+,280,946,GT-AG,280,946,2,2,FALSE,FALSE,0,FALSE,1.3282730693842,0.96586852845828
0,0,2,0,0,0,0,0,1,2,chr21,46910786,46911138,353,+,281,947,GT-AG,281,947,2,2,FALSE,FALSE,0,FALSE,0.848694014824521,0.978697430709877
0,1,0,0,0,0,0,0,0,1,chr21,46911229,46912448,1220,+,282,948,GT-AG,282,948,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000000001082
0,1,0,0,0,1,0,1,0,1,chr21,46912479,46912600,122,+,283,949,GT-AG,283,949,1,1,FALSE,FALSE,0,FALSE,0.959158109119349,0.500000008316998
0,0,0,0,0,1,0,1,0,1,chr21,46912628,46913076,449,+,284,950,GT-AG,284,950,1,1,FALSE,FALSE,0,FALSE,0.719368581839512,0.500000008335826
0,2,1,0,0,0,0,0,0,1,chr21,46913140,46913414,275,+,285,951,GT-AG,285,951,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.949069035393096
0,0,0,1,0,0,0,1,0,0,chr21,46913490,46914458,969,+,286,952,GT-AG,286,952,1,1,FALSE,FALSE,0,FALSE,0.479579054559674,0.500000000005448
0,0,0,0,1,1,0,1,0,0,chr21,46914486,46914775,290,+,287,953,GT-AG,287,953,1,1,FALSE,FALSE,0,FALSE,0.719368581839512,0.500000119394912
1,1,0,1,1,1,0,1,0,1,chr21,46914830,46915271,442,+,288,954,GT-AG,288,954,1,1,FALSE,FALSE,0,FALSE,1.67852669095886,0.499999904588795
0,1,1,0,2,1,0,0,0,0,chr21,46915347,46916413,1067,+,289,955,GT-AG,289,955,2,1.55,FALSE,FALSE,0,FALSE,1.02382082561185,0.971512506359974
0,4,2,0,1,1,0,1,0,2,chr21,46916483,46916963,481,+,290,956,GT-AG,290,956,4,3.1,FALSE,FALSE,0,FALSE,1.69963027605463,0.980125769427239
0,0,1,0,0,2,0,1,0,0,chr21,46917007,46917512,506,+,291,957,GT-AG,291,957,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.973526852456743
1,2,1,0,0,0,0,0,0,2,chr21,46917576,46923924,6349,+,292,958,GT-AG,292,958,2,2,FALSE,FALSE,0,FALSE,1.08848354210436,0.976459981728158
0,3,2,0,0,1,0,2,0,1,chr21,46923969,46924329,361,+,293,959,GT-AG,293,959,3,2.55,FALSE,FALSE,0,FALSE,1.43188226255287,0.972108071402762
1,1,0,0,0,0,0,1,0,0,chr21,46924471,46925047,577,+,294,960,GT-AG,294,960,1,1,FALSE,FALSE,0,FALSE,0.719368581839512,0.500000035503737
0,0,1,0,0,0,0,0,0,0,chr21,46925193,46925271,79,+,295,961,GT-AG,295,961,1,0.549999999999999,FALSE,FALSE,0,FALSE,0.239789527279837,0.500000040097874
0,0,0,0,0,0,0,0,1,0,chr21,46925346,46925748,403,+,296,962,GT-AG,296,962,1,2.1,FALSE,FALSE,0.8,TRUE,-0.822977775008189,0.973731358523191
0,3,0,1,0,0,0,1,0,1,chr21,46925346,46925751,406,+,296,963,GT-AG,296,963,3,2.1,FALSE,FALSE,0.8,TRUE,0.822977775008189,0.973731393677795
2,2,0,1,0,1,0,1,2,1,chr21,46925881,46927474,1594,+,297,964,GT-AG,297,964,2,2,FALSE,FALSE,0,FALSE,1.87251484043638,0.97709677347156
1,1,1,4,0,1,0,1,2,2,chr21,46927508,46929269,1762,+,298,965,GT-AG,298,965,4,3.1,FALSE,FALSE,0,FALSE,2.1792093306143,0.980867382344613
0,2,0,0,0,0,0,1,1,0,chr21,46929516,46929977,462,+,299,966,GT-AG,299,966,2,1.55,FALSE,FALSE,0,FALSE,0.784031298332016,0.95187377030723
1,7,0,1,0,3,1,1,0,0,chr21,46930176,46931024,849,+,300,967,GT-AG,300,967,7,5.2,FALSE,FALSE,0,FALSE,1.72882481727199,0.975372327664488
0,8,1,3,0,2,2,1,1,1,chr21,46931141,46932101,961,+,301,968,GT-AG,301,968,8,5.75,FALSE,FALSE,0,FALSE,2.35090623257979,0.979802537766202
0,0,0,0,0,0,2,0,0,0,chr21,46935091,46935091,1,+,302,969,GC-AG,302,969,2,1.1,FALSE,FALSE,0,FALSE,0.304452243772342,0.971678352369764
0,0,0,0,0,0,0,1,0,0,chr21,47063783,47088787,25005,+,303,970,GT-AG,303,970,1,2.65,FALSE,FALSE,0.5,TRUE,-0.131567679390594,0.985804452636759
0,0,0,0,0,0,0,0,0,3,chr21,47063783,47155305,91523,+,303,971,GT-AG,303,971,3,3.1,FALSE,FALSE,0.5,TRUE,-0.440632577883502,0.393472493431714
